Character_ID,Character_Name,Image_URL,Species,House,House_URL,Status,Lore,Parents,Siblings,Children
CH108,Joyeuse Frey,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Human,House Erenford,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/house/House_Eronford.png,Dead,"Another Frey bound in alliances and weddings, whose name became lost in the river of betrayal. Her fate, like many Freys, was overshadowed by the Red Wedding's stain.",Not Available,Not Available,Not Available
CH109,Karl Tanner,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/refs/heads/main/images/characters/Karl_Tanner.png,Human,Not Available,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/house/Unknown_Family.png,Dead,"From Flea Bottom to the Wall, Karl Tanner was scum risen to the surface.
A mutineer, a butcher, a leech feeding on weaker men. At Craster’s Keep, he drank from skulls and called himself king.
He slit throats in the dark and ruled with blood and fear. But the North has long memories.
Jon Snow came for him, and in the dark of the keep, justice found Karl with a sword through the throat.",Not Available,Not Available,None
CH110,Karsi,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/refs/heads/main/images/characters/Karsi.png,Human,Not Available,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/house/Unknown_Family.png,Dead,"A fierce wildling chieftess who chose peace for her people. She stood bravely against the dead at Hardhome, but mercy proved her undoing.",Not Available,Not Available,Two daughters
CH111,Karstark soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/refs/heads/main/images/characters/Karstark_Soldier.png,Human,House Karstark,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/house/House_Karstark.png,Not Available,"Banner-men of the North, yet blood runs hot in Karstark veins.
They followed Robb Stark to war, but broke faith when vengeance overcame reason.
Their swords slew prisoners, and their fate was sealed in betrayal.
Beheaded, outcast, hunted—no man who forgets the old laws survives the North.",Not Available,Not Available,Not Available
CH112,Kevan Lannister,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/refs/heads/main/images/characters/Kevan_Lannister.png,Human,House Lannister,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/house/House_Lannister.png,Dead,"Brother to Tywin, loyal to House Lannister's cause. A soldier and father, often overlooked, yet held the realm together longer than most. His end came in fire beneath the Sept.","Tytos Lannister, Jeyne Marbrand","Tywin, Genna, Tygett, Gerion","Lancel, Willem, Martyn, Janei"
CH113,Khal Drogo,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/refs/heads/main/images/characters/Khal_Drogo.png,Human,House Targaryen,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/house/House_Targaryen.png,Dead,"The Great Stallion, undefeated in battle, a god of war in bronze and braid. Khal Drogo ruled over tens of thousands, and took no insult unavenged.
He wed Daenerys Targaryen in blood and smoke. She softened his rage; he forged her fire.
A poisoned wound felled him, but death could not keep him from myth.
He rode again in visions, in dragon dreams, and in the fire that birthed a queen.",Not Available,Not Available,Rhaego (unborn)
CH114,Khal Moro,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Human,Not Available,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/house/Unknown_Family.png,Dead,"A Dothraki warlord bound by blood and conquest. His rule was short-lived when Daenerys Targaryen turned fire upon the khals, claiming the Dothraki for herself.",Mengo,Not Available,Not Available
CH115,King's Landing Citizen,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Human,Not Available,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/house/Unknown_Family.png,Not Available,"Caught in the tides of power, the common folk of King’s Landing dwell beneath the looming shadow of the Red Keep. Many perish nameless in the schemes of kings and queens, their blood soaking cobbled streets for causes they’ll never understand.",Not Available,Not Available,Not Available
CH116,King's Landing Noble,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Human,Not Available,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/house/Unknown_Family.png,Not Available,"Silken robes, whispered betrayals, and perpetual fear define the life of a noble in the capital. Whether Lannister bannermen or schemers from minor houses, the court’s beauty conceals its venom.",Not Available,Not Available,Not Available
CH117,Knight,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Human,Not Available,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/house/Unknown_Family.png,Not Available,"Sworn by oath, not always by honor. In Westeros, knighthood ranges from gallant defenders to brutal killers clad in steel. Some seek glory, others gold, but all bear the weight of a blade and a reputation to forge or break.",Not Available,Not Available,Not Available
CH118,Knights of the Vale,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/refs/heads/main/images/characters/Knights_Of_The_Vale.png,Human,House of Arryn,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/house/House_Arryn.png,Not Available,"High-born and high-proud, the knights of the Vale fought with polished armor and unwavering arrogance.
For years they stayed hidden in their mountains, watching the realm burn. But when they descended—led by Petyr Baelish and Sansa Stark—they swept the field at Winterfell like an avalanche.
They brought order back to chaos, steel back to the North, and re-wrote their place in history with a single, thundering charge.",Not Available,Not Available,Not Available
CH119,Kraznys mo Nakloz,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/refs/heads/main/images/characters/Kraznys_mo_Nakloz.png,Human,House Nakloz,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/house/Unknown_Family.png,Dead,"A Ghiscari slaver from Astapor, foul of tongue and cruel of spirit. He met poetic justice when Daenerys turned her Unsullied upon him, severing both his tongue and his legacy.",Not Available,Not Available,Not Available
CH120,Lady,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/refs/heads/main/images/characters/Lady.png,Human,House Stark,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/house/House_Stark.png,Dead,"A direwolf of House Stark, bonded with Sansa. Graceful and gentle, Lady’s early death at the hands of House Lannister marked one of the first brutal lessons in the politics of power for the Stark children.",Nymeria,"Grey Wind, Summer, Shaggydog, Ghost, Nymeria",None
CH121,Lancel Lannister,https://github.com/MrAnderson-Data/got-tableau-dashboard/blob/main/images/characters/Lancel_Lannister.png?raw=true,Human,House Lannister,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/house/House_Lannister.png,Dead,"Nephew to Tywin Lannister and squire-turned-zealot. Once a pawn in Cersei’s bed and schemes, he found faith and fanaticism in the High Sparrow’s arms, only to die beneath the sept he helped empower.","Kevan Lannister, Dorna Swyft","Willem, Martyn, Janei",None
CH122,Lannister soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/refs/heads/main/images/characters/Lannister_Soldier.png,Human,House Lannister,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/house/House_Lannister.png,Not Available,"Red cloaks and golden lions, the soldiers of House Lannister fought for coin, fear, and glory.
Trained, disciplined, and well-paid, they sacked cities, guarded kings, and slaughtered the innocent.
At the Blackwater, they held the line. At the Sept, they burned with it.
Many fell on foreign soil, never knowing if they fought for a legacy—or a lie.",Not Available,Not Available,Not Available
CH123,Leaf,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/refs/heads/main/images/characters/Leaf.png,Human,Children of the Forest,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/house/House_Children_Forest.png,Dead,"A Child of the Forest, timeless and mysterious. Born before men carved their first castles, she fought to protect the world from their darkness. Her magic birthed the Night King — a weapon turned curse.",Not Available,Not Available,Not Available
CH124,Leech,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/refs/heads/main/images/characters/Leech.png,Leech,Not Available,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/house/Unknown_Family.png,Not Available,"One of three leeches used in Melisandre’s blood magic ritual upon Gendry, symbolizing the lives of usurpers. A creature of little size but great narrative consequence in the lore of shadowbinding.",Not Available,Not Available,Not Available
CH125,Lem Lemoncloak,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/refs/heads/main/images/characters/Lem_Lemoncloak.png,Human,Not Available,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/house/Unknown_Family.png,Dead,Outlaw and member of the Brotherhood Without Banners,Not Available,Not Available,Not Available
CH126,Little Birds,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/refs/heads/main/images/characters/Little_Birds.png,Human,Not Available,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/house/Unknown_Family.png,Not Available,"Children, broken and bought, spies wrapped in rags. Varys called them his Little Birds, whispering secrets no man should know.
They crept through castles and courts unseen, their tongues sharper than knives.
When Qyburn took the reins, they became something darker—silent agents of death, innocence wielded as weapon.
The realm was ruled as much by their whispers as by crowns.",Not Available,Not Available,Not Available
CH127,Loboda,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/refs/heads/main/images/characters/Loboda.png,Human,Not Available,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/house/Unknown_Family.png,Dead,"A fierce Thenn warrior loyal to Tormund, clad in furs and wielding savagery as his shield. Though simple in speech, he fought with the clarity of purpose only a true free man knows.",Not Available,Not Available,Not Available
CH128,Locke,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/refs/heads/main/images/characters/Locke.png,Human,House Locke,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/house/House_Locke.png,Dead,"A hunter and a killer, Locke served Roose Bolton with quiet menace. He took Jaime Lannister’s hand and bled him of arrogance.
He tracked Bran Stark into the haunted woods, where his blades could not save him.
A warg turned his own body against him, and he died screaming—killed not by a man, but by a wolf’s soul.",Not Available,Not Available,None
CH129,Lommy Greenhands,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/refs/heads/main/images/characters/Lommy.png,Human,Not Available,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/house/Unknown_Family.png,Dead,"A peasant boy with a wit too quick and a leg too broken. Captured with Arya and Hot Pie, his end came abruptly at Polliver’s hand, his final plea mocked and unanswered.",Not Available,Not Available,Not Available
CH130,Loras Tyrell,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/refs/heads/main/images/characters/Loras_Tyrell.png,Human,House Tyrell,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/house/House_Tyrell.png,Dead,"The Knight of Flowers, skilled tourney knight","Lord Mace Tyrell, Lady Alerie Hightower","Willas Tyrell, Garlan Tyrell, Margaery Tyrell",None
CH131,Lothar Frey,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/refs/heads/main/images/characters/Lothar_Frey.png,Human,House Frey,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/house/House_Frey.png,Dead,"Called “Lame Lothar” for his twisted leg, but it was his heart that was more deformed.
He orchestrated the Red Wedding with quill and poison, a butcher without a blade.
He smiled as he sent musicians to draw their bows and arrows. He drank wine as old men and young kings were slaughtered.
But the North remembers. And Arya Stark remembered most. His end came at a dinner table—face peeled, throat cut, justice served cold.","Lord Walder Frey, Lady Alyssa Blackwood","Stevron Frey, Olyvar Frey, Roslin Tully",Numerous
CH132,Lowell (King's Soldier),https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Human,Not Available,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/house/Unknown_Family.png,Dead,"A low-ranking guard of King’s Landing, likely loyal to coin more than crown. Like many in the capital, his name is easily forgotten but his sword was real enough when drawn.",Not Available,Not Available,Not Available
CH133,Lyanna Mormont,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/refs/heads/main/images/characters/Lyanna_Mormont.png,Human,House Mormont,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/house/House_Mormont.png,Dead,The fierce young Lady of House Mormont from Bear Island.,Lady Maege Mormont,"Alysane, Jorelle, Lyra Mormont​",None
CH134,Lysa Arryn,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/refs/heads/main/images/characters/Lysa_Arryn.png,Human,House Tully,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/house/House_Tully.png,Dead,"Sister to Catelyn, wife to Jon Arryn, mother to a weak boy and madness.
She ruled the Eyrie with fear and folly, pouring milk of the poppy like wine and pushing rivals through the Moon Door with a trembling hand.
She loved Petyr Baelish more than reason, more than kin—and he loved no one.
He kissed her, then killed her, and the wind carried her screams down the mountain for days.","Lord Hoster Tully, Lady Minisa Whent","Catelyn Stark, Edmure Tully",Robin Arryn
CH135,Mace Tyrell,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/refs/heads/main/images/characters/Mace_Tyrell.png,Human,House Tyrell,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/house/House_Tyrell.png,Dead,"The bumbling Lord of Highgarden, puffed with pride and pomp but lacking cunning. Father to Margaery and Loras, he danced the politics of King’s Landing with grace only in music and none in war.",Luthor Tyrell,Not Available,"Loras Tyrell, Margaery Tyrell"
CH136,Maester Cressen,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/refs/heads/main/images/characters/Maester_Cressen.png,Human,Not Available,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/house/Unknown_Family.png,Dead,"Old, wise, and weary. Cressen served at Dragonstone, opposing Melisandre’s rising power. His final act — an attempted poisoning — became his epitaph, proving faith can kill as swiftly as betrayal.",Not Available,Not Available,Not Available
CH137,Maester Luwin,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/refs/heads/main/images/characters/Maester_Luwin.png,Human,Not Available,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/house/Unknown_Family.png,Dead,"Faithful servant of House Stark, his wisdom shaped Winterfell’s young heirs. Even in defeat, he remained their guide, tending to the wounded and defending truth until his final breath.",Not Available,Not Available,Not Available
CH138,Mag the Mighty giant,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/refs/heads/main/images/characters/Mag_the_Mighty_Giant.png,Giant,Giants,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/house/Unknown_Family.png,Dead,"Last of the great giants beyond the Wall, Mag led his kind through the Gate in a desperate alliance with the Night’s Watch. A towering symbol of ancient strength lost to the snows of time.",Not Available,Not Available,Not Available
CH139,Mago,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Human,Dothraki,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/house/Unknown_Family.png,Dead,"A brutal Dothraki bloodrider, arrogant and cruel. Mago’s disdain for Daenerys and her reforms cost him his life — and some teeth — when Drogo took offense, and later when she hunted him anew.",Not Available,Not Available,Not Available
CH140,Mance Rayder,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/refs/heads/main/images/characters/Mance_Rayder.png,Human,ex.Night's Watch,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/house/Unknown_Family.png,Dead,"The King-Beyond-the-Wall, once of the Night’s Watch. Charismatic and cunning, Mance united the free folk in a doomed march toward freedom, dying by fire and mercy, depending on whom you ask.",Not Available,Not Available,Not Available
CH141,Mandon Moore,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Human,House Moore,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/house/House_Moore.png,Dead,A silent Kingsguard knight whose loyalty was rumored to belong more to coin than king. His treachery during Blackwater Bay was cut short by Podrick Payne’s blade.,Not Available,Not Available,Not Available
CH142,Manticore,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/refs/heads/main/images/characters/Manticore.png,Magical Beast,Manticore Species,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/house/Unknown_Family.png,Dead,"A venomous creature of Essos, small in size but deadly beyond measure. One such beast nearly assassinated Daenerys — a reminder that even dragons must beware stings in silk.",Not Available,Not Available,Not Available
CH143,Margaery Tyrell,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/refs/heads/main/images/characters/Margaery_Tyrell.png,Human,House Tyrell,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/house/House_Tyrell.png,Dead,"Rose of Highgarden, queen thrice over, and a master of courtly influence. With charm as sharp as any blade, Margaery danced through the lions’ den until the sept exploded, cutting her tale short in flame and rubble.","Mace Tyrell, Alerie Hightower",Loras Tyrell,None
CH144,Martyn Lannister,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Human,House Lannister,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/house/House_Lannister.png,Dead,"A boy born into gold and blood, Martyn was more ward than warrior. Taken prisoner by the Young Wolf, his fate was sealed by a Karstark blade, becoming another brick in the wall of vengeance.",Kevan Lannister,Lancel Lannister,None
CH145,Matthos Seaworth,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/refs/heads/main/images/characters/Matthos_Seaworth.png,Human,House Seaworth,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/house/House_Seaworth.png,Dead,"Son of the Onion Knight, devout and brave. Matthos followed Stannis with zeal but met the fury of wildfire at Blackwater, his hopes — and ship — splintering in the green inferno.",Davos Seaworth,Not Available,None
CH146,Meera Reed,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/refs/heads/main/images/characters/Meera_Reed.png,Human,House Reed,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/house/House_Reed.png,Alive,"Daughter of Howland Reed, a warrior of the Neck with mud in her veins and fire in her heart.
She bore Bran Stark through snow, shadow, and sorrow, fighting wights and guiding visions.
She lost her brother, her youth, and her place in the world—but never her strength.
When her task was done, she returned home, a ghost of a girl who once saved a king.",Lord Howland Reed,Jojen Reed,None
CH147,Meereen citizen,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Human,Not Available,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/house/Unknown_Family.png,Various,"Cogs in a rusted empire, their lives were shaped by pyramids and chains. They watched their city burn, rise, and burn again under queen and tyrant alike — free, yet never truly safe.",Not Available,Not Available,Not Available
CH148,Meereen slave,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/refs/heads/main/images/characters/Meereen_slaves.png,Human,Not Available,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/house/Unknown_Family.png,Various,"For generations, they toiled beneath whips and pyramids, nameless cogs in Meereen’s cruel machine.
When Daenerys came, they saw a silver-haired storm wielding dragons and justice.
They rose, some in hope, some in blood.
Freedom came not with ease, but in fire.
Some became rulers, others rebels. But none remained slaves.",Not Available,Not Available,Not Available
CH149,Meereen slave master,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Human,Not Available,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/house/Unknown_Family.png,Various,"Rulers of ancient cruelty, they cloaked themselves in silk while thousands sweated beneath their whips. Daenerys brought their world crashing down, pyramid by pyramid, blood by blood.",Not Available,Not Available,Not Available
CH150,Meereen slaves,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Human,Not Available,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/house/Unknown_Family.png,Various,"For generations, they toiled beneath whips and pyramids, nameless cogs in Meereen’s cruel machine.
When Daenerys came, they saw a silver-haired storm wielding dragons and justice.
They rose, some in hope, some in blood.
Freedom came not with ease, but in fire.
Some became rulers, others rebels. But none remained slaves.",Not Available,Not Available,Not Available
CH151,Melisandre,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/refs/heads/main/images/characters/Melisandre.png,Human,Not Available,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/house/Unknown_Family.png,Dead,"A priestess cloaked in flame, Melisandre walked with shadows and spoke in riddles.
She saw visions in fire and shaped kings with prophecy.
She burned children, summoned shadows, and raised the dead.
To some, she was a savior. To others, a curse.
But when the Long Night came, she walked into the dawn, spent and silent, her final prophecy fulfilled.",Not Available,None,None
CH152,Member of the Thirteen,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Meereen_slaves.png,Human,Council of Thirteen,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/house/Council_Thirteen.png,Various,"Councilman of Qarth, veiled in opulence and suspicion. Each held influence over the greatest port in Essos, though their masks could not shield them from betrayal or dragons.",Not Available,Not Available,Not Available
CH153,Mero,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/refs/heads/main/images/characters/Mero.png,Human,Not Available,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/house/Unknown_Family.png,Dead,"Called the Titan’s Bastard, he led the Second Sons with drink and depravity. His arrogance cost him command — and his head — when Daenerys found no room for scoundrels in her army.",Not Available,Not Available,Not Available
CH154,Meryn Trant,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/refs/heads/main/images/characters/Meryn_Trant.png,Human,House Trant,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/house/Unknown_Family.png,Dead,"A knight in name only, Meryn Trant served kings and beat girls. He struck Sansa Stark and murdered the innocent at Joffrey’s whim.
He sought pleasure in pain and power in silence.
When Arya Stark found him in Braavos, she made him see what blindness truly meant.
He died in darkness, stabbed again and again, until the blood silenced his screams.",Not Available,Not Available,Not Available
CH155,Mirri Maz Duur,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/refs/heads/main/images/characters/Mirri_Maz_Duur.png,Human,Lhazareen,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/house/Unknown_Family.png,Dead,"A healer and a witch, Mirri Maz Duur bore knowledge both ancient and accursed.
She saved Drogo’s life by ending it, traded his soul for stillborn dragons.
She sang in tongues, cursed in riddles, and smiled as the world unraveled around her.
She taught Daenerys her first lesson in fire: that life comes only with sacrifice.",Not Available,Not Available,Not Available
CH156,Missandei,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/refs/heads/main/images/characters/Missandei.png,Human,Naathi,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/house/Unknown_Family.png,Dead,"Once a slave, always a voice of peace. From the slavers' block to Daenerys’s side, Missandei carried wisdom in every word — until her final word was the last thing Grey Worm ever heard her say.",Not Available,Grey Worm,None
CH157,Mormont Soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/refs/heads/main/images/characters/Mormont_Soldier.png,Human,House Mormont,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/house/House_Mormont.png,Dead,"One of Lady Maege Mormont’s kin, loyal to the North and bear-born. Their house fought with honor, even as its members dwindled like old embers in the long winter.",Not Available,Not Available,Not Available
CH158,Mycah,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/refs/heads/main/images/characters/Mycah.png,Human,None,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/house/Unknown_Family.png,Dead,"The butcher’s boy who dreamed of knighthood. Wrong place, wrong time — cut down by the Hound for a prince’s pride. His death was the first crack in Sansa’s fantasy and Arya’s innocence.",Butcher,None,None
CH159,Myranda Royce,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/refs/heads/main/images/characters/Myranda%20Royce.png,Human,House Royce,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/house/House_Royce.png,Alive,"Lady of Runestone and cousin to the Vale. Sharp-tongued and observant, Myranda played the game of nobles from the periphery, always watching — never forgetting.",Yohn Royce,Not Available,None
CH160,Myrcella,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/refs/heads/main/images/characters/Myrcella.png,Human,House Baratheon,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/house/House_Baratheon_Dragonstone.png,Dead,"The golden girl of House Lannister, sweet and naïve. Sent to Dorne as a pawn for peace, she found love but lost her life to poison — a princess whose tragedy was quieter than most.","Cersei Lannister, Jaime Lannister","Joffrey Baratheon, Tommen Baratheon",None
CH161,Ned Stark,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/refs/heads/main/images/characters/Ned_Stark.png,Human,House Stark,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/house/House_Stark.png,Dead,"Warden of the North, hand of the king, and father of wolves.
Eddard Stark was honor made flesh, the last man in Westeros who still believed in truth.
He brought justice to chaos and paid for it with his head.
His death broke the realm and lit the spark of war.
But his legacy lived on—in the snows of Winterfell, in the hearts of his children, and in the silence of his final word.","Rickard Stark, Lady Lyarra Stark","Brandon Stark, Benjen Stark, Lyanna Stark","Robb, Sansa, Arya, Bran, Rickon, Jon Snow (claimed, not biological)"
CH162,Ned Umber,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/refs/heads/main/images/characters/Ned_Umber.png,Human,House Umber,,Dead,"The Greatjon's heir, a boy cast into war too soon. Betrayed by the Boltons, his twisted end on the wall of Winterfell was a macabre warning to the living from the dead.",Not Available,Not Available,Not Available
CH163,Night King,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/refs/heads/main/images/characters/Night_King.png,Undead,White Walker,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/house/Unknown_Family.png,Dead,"He was never named, never crowned. The Night King was death given purpose, the cold made flesh.
Forged by the Children of the Forest, he turned upon his makers and marched upon the living.
He raised armies with a gesture, shattered men with silence.
But in the end, it was not steel or fire that slew him—it was a girl with no name, and a blade of ancient steel.",Not Available,Not Available,None
CH164,Night's Watch Brother,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/refs/heads/main/images/characters/Night's_Watch_Brother.png,Human,Night's Watch,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/house/Unknown_Family.png,Dead,"Bound by oath, clad in black, they watched while others lived.
They fought wildlings, wights, and themselves. Some were criminals, others broken men seeking purpose.
They stood on the edge of the world and held the line—until it held them no longer.
Many died unknown. But their vigil shaped the fate of kings.",Not Available,Not Available,None
CH165,Night's Watch mutineer,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/refs/heads/main/images/characters/Night's_Watch_Brother.png,Human,Night's Watch,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/house/Unknown_Family.png,Dead,"Oathbreakers and murderers, they slit the throat of their Lord Commander beneath the moon.
They feared change more than death.
But vengeance came swiftly, cloaked in wolf and fire.
Their names are dust, and the Wall forgets traitors.",Not Available,Not Available,None
